ID-IMG-Meme, texto
DS_IMG_2014,FELIZ DIADE SANVALENTIN 
DS_IMG_228,de 5 Siglonx CONAPRED Usuarios Tiwitter Facebook Chumel Topres 
DS_IMG_157,"26 de Noviembre Sáb 26/11 Dia Internacional de la 13.00 Xenofobla, el raclsmo y el Argentina Mexico 0# YUpJOS Grupo € clasismo No empieces sin mi narizon Ni tu sin mi saltamuros Lt.Davld Memedroid Fase "
DS_IMG_1152,DALAI LAMA EL NINO 
DS_IMG_1493,Mi carnala: Ya tienes los 100 pesos que me debes? Yo: Mija ni te topo 
DS_IMG_2655,00 Tal vez hubieramos pasado si 
DS_IMG_2988,0DIO MVIDA 
DS_IMG_424,7ASMUJERES SABEN HAGER 70 COSAS EL69YCOCMAR Jlosaudicov 
DS_IMG_2806,cuando tu profesor falta y viene el sustituto @Osewosennio *profesor suplente cqueclase de rocreo es estc? 
DS_IMG_2601,ELDEFORMA LOS MARCIANOS LLECARON YA: ACENTE CRINCO AFIRMA QUE EUA HA RECUPERADO ALIENS 
DS_IMG_1088,"Un día normal, en África Subsahariana, Sudeste Asiático; Haití, Venezuela, Argentinay Colombia Agua con sal como aperitivo y agua con azúcar como Plato principal: "
DS_IMG_2867,Yo DANDOME Tu CUENTA QUE MI ESFUERZO NO VAL6 LA PENA LAVIDA 0 2020 
DS_IMG_2481,@ {Porqué no estoy aprendiendo nada si estoy do. el Escol leyen Chaiso Paco 
DS_IMG_3034,ODIO LA NAVIDAD YZAS DEMASGESTDADESTAMBE 
DS_IMG_3165,beberé como Amber Heard: Hasta perder el juicio Hoy 
DS_IMG_1533,QUISTERASER MICROBUSERO PARA SUBIRTEENLA PARADA 
DS_IMG_2145,"si en mexico agua de jamaica, en jamaica agua de mexico? hay hay "
DS_IMG_1630,Uno cuando esta enamorado se mete por unos barrios que ni Dios te acompaña 
DS_IMG_2903,{Quien dice que no existen los hombres detallista:? $ 
DS_IMG_2685,El Salvador SIEMPRE antes El Salvador SIEMPRE de que comience el juego después de jugar vS Mexico contra Mexico Ggn 
DS_IMG_2621,"FELIZ DIA MAESTRO! TAMBIEN FELICIDADES A LOSQUE SON MADRE, PADRE; ATP; DIRECTOR SUPERVISOR A LA VES . "
DS_IMG_2956,LOS ODIO LOSDESPRECIO memegenerator.es 
DS_IMG_2082,"Alguien dice algo ofensivo sobre CNCO Yo: Sos como el lunes, todos te odian MEMES "
DS_IMG_2249,Barcelona 26 22 2 49 40 68 Madrid 26 17   5  4 51 21 30 56 SÁLGANSE DE FACEBOOK 7 QUIERO ESTAR SOLO Real 
DS_IMG_811,"Te mentí, no me Ilamo Paola. @conero sexuaI goonsexuel_colomoo "
DS_IMG_2439,Jèdo Mi  Papel higiénico barato 
DS_IMG_2496,~Yvas a ir a la playa? ~La verdad es que casi no me gusta salir en semana santa 
DS_IMG_1637,Mi crush: Me caes bien amix Yo: NO DIGAS ESO [I AMOR; POR FAVORI 
DS_IMG_3220,DR COMO PUEDE VERR ENTIENDO UD. DESEA MI ESPOSA TEÑERR TRRES QUEYOLEQUITE UNO? SENOS!I! NOUUUMI QUERRER QUE AUMENTARRME UNAMANO Vsa 
DS_IMG_191,"Tu papá y tu tío cuando en la cena navideña el abuelo cuenta el chiste más machista, clasista y racista que has escuchado en tu vida "
DS_IMG_809,Los hombres no saben tocar a las mujeres *Las mujeres* Li2s DERO Huicn EStonto 
DS_IMG_447,'LE TENGO MALAS NOTICIAS DON JOSÉ cCUÁLES SON DOCTOR? USTED TIENE QUE DEJAR DE MASTURBARSE 'iOH DIOS! cPERO POR QUÉ? PORQUE ESTAMOS EN CONSULTA 
DS_IMG_2526,TRANQUILOS CONCHCAF sonos lnš1lB acon VO ME ENCIRGO 
DS_IMG_585,Lesbianas que odian a los hombres después de golpear a su novia por primera vez: 1 Ahora lo entiendo. 
DS_IMG_425,"SI UN Es EVITA LOS CHISTES MACHISTAS"" SEXISTAS Y QUE PROMUEVAN LA VIOLENCIA. OFENDE NO CHISTE "
DS_IMG_1873,[MYDIO' MO[ 
DS_IMG_1391,~iCuándo se estrena ESO? Cuando quieras:. 
DS_IMG_3173,iQué tiempos aquellos cuando salía a correr con mi mamá! 
DS_IMG_59,"Dave Seguir @Dave_Tlamaki #MiFraseParaHoyEs iMírenme; soy Sergio Goyri y tengo el bigote más feo del mundo! #YalitzaAparicio Yalitza TvyNovelas iYALITZA ES UNA PINCHE INDIA! iNO MERECE EL OSCAR! iMíRENME, TAMBIÉN ACTÚO! Auxe AluxelX 18.14 15 feb. 2019 "
DS_IMG_1403,"Traigo un perro antojo todo raro, de que me dejes las piernas temblando y suplicondo por más "
DS_IMG_522,"Yo viendo videos de hombres hetero titulados: ""este video te quitará lo lesbiana"" Yo: Qué género tan degradante se ha vuelto el hombre. "
DS_IMG_1994,SI SANTA CLAUS HACE LOS JUGUETES ENEL POLO NORTE POR QUEDIGENMADE IN @HIMA CharoLASTRAMX MCacocrcioroind 
DS_IMG_786,when Ilegan nuevos monaguillos a la Iglesia :V TEosohcannale ufff carne fresca 
DS_IMG_234,"""DIOSITO, DAME LA OPORTUNIDAD DE DEMOSTRARTE QUE EL DINERO NO ME VA A CAMBIAR okchicas "
DS_IMG_796,TE [GNOROTL NO TE ESCUCHOTL 
DS_IMG_1640,No te presumo en mi historia porque dura 24 horas y tú eres para siempre 
DS_IMG_731,Existen 2 sexos iExisten 33 géneros! y 31 tipos de gays Dathi 
DS_IMG_2809,POLO NORTE LOS DUEMDES ELTRINEODESANTA 
DS_IMG_3062,cuando un negro cuando un blanco te dice negro te dice negro 
DS_IMG_1340,Hija encontré Mamá me hierba en la metleron_ tu bolsa. Aparte de adIcta facilota! 
DS_IMG_1787,When tu fila sale primero a recreo porque es la más limpia :v DED PULAV 
DS_IMG_2626,"""Odio Ir Al Colegio, Es Mucho Estrés Mi Amix Y Yo Durante Las Clases "
DS_IMG_863,"Cuando pisas una mina antipersonas, pero recuerdas que no pesas lo suficiente como para activarla "
DS_IMG_1026,nock Manicsy) GORRMOGORREq 
DS_IMG_483,iTe compraste el FIFA 18? 2No te das cuenta que es el mismo  juego una Y otra vez? Mañana sale el nuevo Pokémon Pis Y Cacal! FB: /2OOdeSalzme Q09? 
DS_IMG_2108,cuando faltan 2 dias para 14 de febrero meme tristes Ahi viene 
DS_IMG_3092,Me convertí en lo que más temía: mayor de edad y pobre 
DS_IMG_503,Cuando acabas de agregar a alguien y te dicen regaleme una foto Una bloqueada es que te voy a dar 
DS_IMG_2479,Los Hospitales: *Cobran por dar oxygeno* Los Árboles: 6 mn cA ustedes les están pagando? 
DS_IMG_539,la comunidad LGBT+ dándome la bienvenida preguntándome qué representa mi bandera yo que soy de La Rioja 
DS_IMG_1002,"*yo saco 1,8 en la prueba* *mi saca yo: madlanddo burro 1,7* amigo "
DS_IMG_1583,"Si duermo 12 horas, mi perro duerme 12 horas a mi lado. Orgulloso de lo que creé "
DS_IMG_2936,Bájale a la música que se van a enojar los vecinos {Acaso yo les dije que vivieran al lado mío? 
DS_IMG_1443,Mol Misnuecessecongelaron; fCuidatuvocabularioniñol 
DS_IMG_1555,Cuando estás limpiando y alguien te apaga la música. 
DS_IMG_2055,"Yisus el Tuitero@ @UnSinLetras_ Chavas, si su vato se toma fotos así, váyanse acostumbrando al salario mínimo toda su vida. "
DS_IMG_1106,El conejo de pascua mirando como chupas esos huevOs q no son de chocolate.. 
DS_IMG_1410,When encuentras un pajarito diciéndole cosas de ti a tu gfcita GdlG 
DS_IMG_1954,tu cara cuandoreclbes elregalo delangosecreto 
DS_IMG_782,El toro viéndote bien enojado porque tú tienes cuernos y él no 
DS_IMG_2451,Bueno Lo intentamos 
DS_IMG_3017,gustaría follar ahora Fismo? Primero qQe nada; bu@n@S días eTe 
DS_IMG_719,El rico El pobre 1  Vaiaaoi Mujeres 
DS_IMG_793,"""sacame una así como 1l que no me cuenta doy "
DS_IMG_1058,"Que viva la menstruación Idiotall Esla revolución Como sea, igual va a correr sangre "
DS_IMG_3159,Que hace falta para que una mujer nos mire asi? 'pregunta seria' 
DS_IMG_2979,No es Photoshop @NoEsPhotoshop 15h No es Photoshop. Se les informa que a partir del día viernes 15 de septiembre y hasta el día 15 de octubre. Muchas gracias: 
DS_IMG_2171,0 Te creés el mejor Yte metio 4 goles Mbappe en Ia final 
DS_IMG_420,"A partir de en #Puebla este tipo de publicidad ""sexista"" está prohibida para colocarse en espectaculares . En serio señores, no es broma. En @CongresoPue se votó esta mañana. Que opinan? Goir hoy "
DS_IMG_3050,"spooky ElmilloR @Elmiillor - 3h Perdán par las memes, hagamas tregua DBEEMoS @@S BROELEMAS @irAS uREGUA 2,510 "
DS_IMG_1293,Cuando tu novio se baja el bóxer y está depilado. CulturAPA a llenarlo de besitos. altura eraDemes Voy 
DS_IMG_2278,"cuando estas apunto de decir que eres gay pero tu familia dice algo homofóbico. @ Jm Bigexual 8o, whal? L De regreso a narnia xd "
DS_IMG_2335,"YO: ME DUELE MUCHO EL ESTÓMAGO, BUSCARÉ EN GOOGLE QUÉ TENGO GOOGLE: SE TE REVENTÓ UNA TRIPA YO: [RECREQ VIRAL "
DS_IMG_2976,PODRI FIEAREL [MOR DE TU VDI Xo Don PERO NUNCA UN OKKO EN LA ESQUINA DE TU CHSA 
DS_IMG_2653,Raúl Jiménez Ilegando a Qatar #chtmTata 
DS_IMG_2457,"Pues, mi hija acaba de comprar una casa que fue construida a finales del siglo XIX. Encontramos esto y ella lo tiró, pero yo lo he sacado de la basura. Que comience el juego. "
DS_IMG_521,YA JAlio EL (ORTE (oronaviguf ?? 
DS_IMG_352,HO/PIRDGPERÚ TEMGEQ 
DS_IMG_1680,"Elvato con el que saliste a platicar nomás, se te queda viendo para robarte un beso: "
DS_IMG_2228,YAJEFEDEENOSSALR GOD NOLEQUE HOYESEL GRITO chuusos QUE  8 2 
DS_IMG_1923,NO SAZGAISQ wwcabrasespartanas com Caban [ITEVAMOJÁ HI 
DS_IMG_2773,"BHH, EL 14 DE FEBRERO . ES COMO CUHLQUIER OTRO DIH DEL ANO. "
DS_IMG_3294,"Cuando se disculpa por dejarte en visto por su reunión de personal, pero te dice que al rato te manda NUDES. IAGUENO "
DS_IMG_2599,Chino Huerta en: Chivas Il Pumas y Selección 
DS_IMG_1937,"AQUí EN ELTRABAJO, CON TODALAACTITUD "
DS_IMG_2179,ALCOHÓLICOS ANÓNIMOS FELICITA AARGENTINA] OTRO AÑO SIN TOCAR UNA COPA 
DS_IMG_945,"Cuando el profe dice que si no te callas, te baja puntos eCuáles? "
DS_IMG_2509,"CINCO DE MAYO PERO DE MAYORESA,JAJAJA, MALDITOS MARGIMALES "
DS_IMG_1821,Cuando tu mamá te da una putiza pero después sigue con tu hermano. 
DS_IMG_436,"Yo aprendiendo múltiples idiomas para hacer comentarios e insultos machistas, fascistas, sexistas, homofóbicos, conservistas, racistas y misóginos a todo el mundo: 25 4yg "
DS_IMG_1481,Cuando vas al cine y ves todo tu salario en un combo de palomitas . 
DS_IMG_404,"DE CASA, ESCALAR MONTAÑAS, NAVEGAR EN UN BARCO PIRATA Y CONQUISTAR OTROS MUNDOS> "
DS_IMG_2388,TUGARACURDoTETOCA GOREIRZGGDAOIIETRGAGMMAZ 
DS_IMG_224,"When descompones la letra ""H"" de tu teclado Destruí Io único que amaba But escribes ""entai"" y en sugerencias aparece ""Hentai"" Siempre puedes confiaren Big MamazD "
DS_IMG_688,"NO SIEMPRE ME PONGO A CREAR] MEMES CONEL EDITOR DE CC PERO CUANDO LO HAGO, LAIMAGEN] QUE BUSCO ESTÁ ABAJO DEL TODQ_ "
DS_IMG_204,"televisa NEW Alejandra @alejandraguayoa Tuit muy personal: Honestamente y a estas alturas de la vida, a mí si me parece vergonzoso tener un presidente que no sepa hablar inglés . INGLÉS por Dios. Un presidente. Aguayo "
DS_IMG_632,platano Flrrj @OriginalPlatano Mi papá: iPor te cortas el así? Te miras bien ridículo Mi de joven: qué pelo papá 
DS_IMG_3196,Yo soY tv Padre iNodol aleg {9} 'Cor MEX) 
DS_IMG_1060,"MIVIDA ESI BELLA #Acc IóMPOÉTICA PERO SIN B"" J6Eus 'Jlonos; PabloBhilio iOh' que huenafrase; anotálaMariohigo "
DS_IMG_2698,Mi mamá: quien vendió la casa?? ~yo en el concierto de bad bunny 
DS_IMG_3206,"Me llaman Romea :v Adiós flor de orgullo, Adlos viejilo serio, esto que me cuelga lo slento pero ME es todo tuyo  panocha no e5 Ceinenteno MF "
DS_IMG_2647,Cae el primer gol de Argentina. México: Translate Twget 5032iPsoaito ESto S€ Vala Poner FEo_ Bueno; Io intentamos 
DS_IMG_124,"LAccAVA Mira, Simba, todo lo azul es la CDMX :Y esa zona roja? iEso es exCDMX! iNunca debes ir allá! Laccaa "
DS_IMG_934,iTE SIENtES abrumado POR Tu Lista DE Cosas QuE TOMa LA TAREA MÁS GRANDE HACER? Y DIVIDELa EN TAREAS MÁS MÁS FÁCILES DE IGNORAR; PEQUEÑAS 
DS_IMG_3188,"Yo, viendo cómo se echan mi encendedor en el bolsillo: "
DS_IMG_880,Cuando estas durmiendo y de la nada sientes que te caes 
DS_IMG_284,SIUN ARBOL CAE ENCIMA DE UNA MUJER QUE HACIA UN ARBOL EN LA COCINAP 
DS_IMG_333,"98% de los hombres heteros no están dispuestos a ligar con chicas trans por la transfobia y el odio Sí, ES LO QUE HETEROSEXUAL SIGNIFICA "
DS_IMG_1016,*la venezolana no quiere ser mi novia* Yo con un pan en la mochila: 
DS_IMG_1368,YTÚ QUIÉN CARAJO ERES 804?? 
DS_IMG_1108,CUANDOTEDASCUENTA CT @QUE ELLAEslaelEGIDA AI 
DS_IMG_841,Yud No ha pensado En dejar la cerveza Pues fíjese que casi no seme ocurren malos pensamientos  
DS_IMG_894,"CUANDO FINALMENTE LLEGAS A SU CASA YELLA ES MÁS GORDA DE LO QUE SE VE EN SUS FOTOS , PERO YA HICISTE ELVIAJE @rlzll_1/ "
DS_IMG_2366,Cuando haces ejercicio para bajar de peso y lo que se te baja es la presión: Fralganme una coca de lata 
DS_IMG_3033,Mediterráneo Digital España ya reconoce oficialmente 37 géneros y 10 orientacione @di@ España KAPWING 
DS_IMG_2985,"~SE CONVIERTE EN 4@DIOA LOS TITANES"" TITÁN"" Iodu ""@DI@AL@S GHOULS? ""SE CONVIERTE EN GHOUL ~SE CONVIERTE EN ""ODIOALOS VAMPIROS"" VAMPIRO' Odio a los protagonistas de isekai con harems "
DS_IMG_2619,A veces sólo falta una pieza para ser feliz. 06 Salic de @ej8k@ QSahrpMQ 
DS_IMG_694,CUANDOLEEXPLICOAL MEGANICO LO QUE TIEIEMI CARRO 
DS_IMG_530,"*ve un comentario minimamente ofensivo que obviamente es sarcasmo * ""jaja ya sabia que era sarcasmo mi *se saca 30 trillones comentario de argumentos del también los fue no culo e insulta al que puedo creer que se hizo el comentario* lo creyeran"" *le dicen que el comentario es sarcasmo y que es un estúpido por creérselo y hasta argumentar* "
DS_IMG_1416,Yo por más que haya dormido 12 horas 
DS_IMG_1063,Ahora que viene vacío el camión me cuanta que yo soy el que ndexec a sobaco 
DS_IMG_3190,"Te veías mas flaquita en Facebook. Ya estamos échale. aquí, "
DS_IMG_1911,Cuando me explican algo más de 3 veces y sigo sin entender 
DS_IMG_497,Cuando nadie se rie de tu homofobia Generación de cristal 
DS_IMG_2824,La música de Bad Bunny está fea Si esos niños supieran leer estarían muy enojados 
DS_IMG_314,DEBO[RME MICOCAIENECESITA 
DS_IMG_6,"HE TRABAJADO COMO NEGRO ERES UN NEGRERO OYE, àY TÚ BAILAS BIEN EL FESTEJO? Los NEGROS DEJAN DE PENSAR LUEGO DE LAS DOCE "
DS_IMG_1855,"Quetzalcóatl despues de ser liberado delarea 51, RATTDOS Vo) @iy ponido @aBilac Cenochtitlan Fanosta8u "
DS_IMG_1570,"SIBUENO, LAFABRICA DEALBURES? QUECREE QUEDTEGO NO LOS ENTIENDE memegenerdtoreg "
DS_IMG_730,Amor voy a ser papá. pero no estoy embarazada tontito De eso te quería hablar__ 
DS_IMG_1577,Ella con ganas de más Yo atrás todo fundido _ 
DS_IMG_294,que en vez de lluvia de ideas dan una diarrea de pendejadas som Jcards uger cerd Hay gente 
DS_IMG_1042,Así me quiero despedir . Causando problemas hasta el final. UE 
DS_IMG_415,Pamplona; ciudad comprometida contra las agresiones sexistas LIBRE QUE ME QUIEROLIBRE Ayuntamiento de Iruñeko Pamplona Udala 
DS_IMG_2039,Por poco me lo creo 
DS_IMG_662,iCUIDADO? ELAMORESTÁ EN EL AIRE 
DS_IMG_2658,"De mejores lugares me han sacado 25,40 canhijos ccm redodi "
DS_IMG_1220,AHORA TODOTIIIANESENTIAQ con 
DS_IMG_211,"Yo con mi teniendo la platica más. Racista; clasista, homofóba, xenofoba y machista posible amigo "
DS_IMG_2253,"Chicos, si le van a revisar el celular a su novia, no busquen una conversacion con un hombre, revisen la de su mejor amiga, ahí esta todo iYanos exhibiste! "
DS_IMG_3277,Hola amor. eya Ilegó mI abuela? 
DS_IMG_1998,CHopeSun% @Lilparkeer Yo cuando Ochoa paro el penal: 
DS_IMG_1546,Losl 20 años Yo 
DS_IMG_947,Yo: iSeguro que los $5 los vas a gastar en comida y no en cosas malas? El loquito del centro: 
DS_IMG_2227,BRIsRREEM Debido 0 su sentido extremista carnivoro Archivaldo Y Elmo comienzan a degollar a todo aqu( se considere vegano WWW SouthPark-Latino com ALGUIEN TENIA QUE PONER A ESOS [diotas EN SU LUGAR que 
DS_IMG_2245,NOQUEDA NADA PARA JULIO @ntro 815 JULI@VIENEFLQJ@ 
DS_IMG_181,Cuando te desmayas en el lado Oeste de CDMX Cuando te desmayas en el lado Este de CDMX 
DS_IMG_761,"Yasí surgió la idea de decirles""bb"" a las chicas "
DS_IMG_3060,Esofueracista 
DS_IMG_1618,"Yo viendo que no era mentira que la tenía grande IeqriT Ilection of 8 Yen's Stories n, "
DS_IMG_749,Cuando pasen las Administradoras Arráncales los Calzones!!! 
DS_IMG_1862,ALEJATE DE MI SATANASI 2 
DS_IMG_750,iPor Esparta! iPor Troya! iPor Gondor! Adivinen: 
DS_IMG_1023,Yo: estoy bien sin nadie Mi cuerpo: quiero coger!l! Llasico pr 
DS_IMG_2158,YO YEL PRIMER DíA DE EJERCICIOS @Vitaleaig 
DS_IMG_137,NO SIEMPRE HAGOMEMES PERO CUANDOLOSHAGOSON OFENSIVOS Y MADAGRACIOSOS memegenerator es 
DS_IMG_1459,Aquí bajándome de la perra ilusionada que me di contigo 
DS_IMG_1773,cuando te mandan ropa de Estados Unidos y no sabes inglés ARVKCHEISMX primero aki DESPUES En LAS oemas MY BOYFRIEND 
DS_IMG_2907,IR AL MOTELESTABIEN; PEDIR CUARTo ConJaCUZZIESAVARIGIA 
DS_IMG_2472,Carl veo el cielo cY cómoseve? LIVE (obc) 
DS_IMG_946,Sabes por qué se Ilama día de amor y amistad? Por tú sientes amor y ella amistad. qué 
DS_IMG_1585,si me voy a acostar temprano' ~Mi teléfono: 'Hoy Cómoooo? 
DS_IMG_1789,CUANDO EL QUE IBA A SER EL CONDUCTOR DESIGNADO YA SE REFILIO 3 CAGUAMAS 
DS_IMG_1612,"""De seguro en las fiestas te la "" pasas ligando' Yo: "
DS_IMG_3107,sarcasmoironiasincensura (éPara qué usas eso Para que se vea en el cabello? más largo ahora explicame. ecomo carajos te quemaste el pene? 
DS_IMG_2246,NODEJO DE PENSAR EN TI DESDEEZDíAENQU TEPRESTÉDNRO Demegenerafores 
DS_IMG_374,"NO SE POR QUE NO LOS HACEN CANON, ES OBVIO QUE SON NOvIOS reforzar el estereoritipo sexista de que dos amigos varones del sexo masculino no pueden ser cariñosos @i cercanos sin ser pareja sentimental-refuerza la cultura machista que impide que los hombres sean masabiertos con sus relaciones interpersonales entre amigos, asiqueandate a cagar shipera de m1erda hahahgueDedo soy un JPG "
DS_IMG_2675,21 S] NOPUDIERON CONTRA ÉL ENUN AMisTOSO fan /0 7a IMAGIRENSELOQUEPASARÁQUANDO SE ENFRENTENAELLOSENELIUNDIDL @4 
DS_IMG_138,"Se vienen unos buenos memes AJAJAJAJAJAJA Greg's Diaz Seguir jue. a las 1.07 p. m. Llegan a Veracruz los veleros de otros países /// Las luchonas de Veracruz: a conseguirle nuevo papá al Iker Yandel"" 26 4 comentarios 4 veces compartido "
DS_IMG_2109,Quien iba a pensar que terminaríamos igual que los dinosaurios.. DOEL SENTADOSENZASALA ESPERANDONUESIRAEXINCIÓN 3 
DS_IMG_1103,"Hola, una cerveza amiga? Sorry; solo tomo whisky. "
DS_IMG_1285,Cuando tu papá te Ileva a la escuela quejándose de lo irresponsable que eres Yte acuerdas que se te olvido la mochila UUxosiL @UgcWSIEI 
DS_IMG_2583,Primero que nada liFeliz Día del Maestro! 52 iMi gente madrugadora! 349 @NiMaestros 03015 
DS_IMG_2128,Lo buenos de esta lluvia es que no va a salir ese maldito perro En cualquier momento pasa el pendejo de la moto 
DS_IMG_830,"[Cuando tu amigo va a más de 120 km/h en la lautopista y te dice: "" Nunca tuviste la sensación de que nuestra existencia no tiene Isentido?"" "
DS_IMG_2917,CARICATURAS QUE NO DEJABAN VER L0S PAPÓS (PERO Sí LA HORA PICO) ELDEFORMA 'O910 
DS_IMG_2312,CUANDO EL QUE TE GUSTA SÓLO TE ILUSIONA Estúpido; mis sentimientos; idiota okchicas 
DS_IMG_970,"Buenas tardes pasajeros, soy Claudia tengan cuidado con el Metro... a veces se cae_ SsneRno DE 4d 0e 'BExIcô "
DS_IMG_1682,Cuandologas@ganarydadlvearE gnadas Cagalà cabronyestas muartol Paoalsexl (eplàel@a ytenal Eresu grandisinoestupido! 
DS_IMG_794,Sacerdote 1450 Sacerdote 2020 me culié a He quemado a 3 monaguillos 15 brujas Hoy 
DS_IMG_1427,QueDa barolque inspiradorll que pr@fundoql 
DS_IMG_1055,Yo: Déjame saber si hay algo con lo que pueda ayudarte. También yo: 0ar8y8sioe 
DS_IMG_1843,En 'primer doy gracias a los Jueces YI lugar 
DS_IMG_1260,DRAGONBALL AtaM Dacotool_comonllnt Mi padre me advirtió que jamás desafie a Billsu el Dios dela Desträcción y a MajinBoo: 
DS_IMG_3094,maruja_desespera Seguir Introduzca una contraseña miPolla @manugorriz Lo siento; es demasiado corta @manugorrriz 
DS_IMG_392,Ayyy  Una cocal! 
DS_IMG_1280,"Eduardo Eduardo Eduardo Edward Lalo, lalocion, lalonchera lalombris, lalongitud, laloteria, laloca , lalonja lalocura, lalocomotora , lalonganiza, lalolitaayala , lalomabella "
DS_IMG_1095,Si te gustan las conchas No te comas cualquiera Mejor comete Ia mía 
DS_IMG_1221,En Facebook 11 Esperandote en Pantitlán 
DS_IMG_2549,"FEPAFUT SAN MARINO IEAM Gracias por Flaco, solo soy hacerme una Selección tan feliz. que juega bien al fútbol. "
DS_IMG_2763,SERDEGUQTG @seaqueno regalo hay 
DS_IMG_289,[20* R2 Vyi GAD@@aTEMANUEAGIGURA DB@@V ENTAMAÑOREAL Y0: Google Ecuador A cuanto se vende un riñón Qusc con Gopule senlo Con suunii  Gcogle conI 2< Orerldo =n EFarld (Latincailenca) Conuu 
DS_IMG_1952,Me dijiste que tenias Sí pero en varias cuentas facebook 
DS_IMG_2396,"Ansiedad Depresión Yo Covid Nueva Futuro incierto. Eyeoon 98, 55,21140W Normalic "
DS_IMG_2205,NO PODRÁN EXTENDER LA SEMANA SANTA 5 DíAS MÁS? (ES QUE NO PUDE REFLEXIONAR LO SUFICIENTE) 
DS_IMG_3076,Yesoquedecian que nunca iba aservir para nada 
DS_IMG_273,museres Te Re-Banco iCADA iES MoMEnto AmiguE' Q VEZ SOmos MÁs DE Unirsosi LLCRA Macho Cinishoilustrado Co 
DS_IMG_2807,Cuando mi novia me está explicando algo; pero no le caso por estar viendo sus ojazos. GIF hago 
DS_IMG_1291,"Si todo lo tomas personal, vivirás ofendido la mayor parte de tu vida, recuerda que las personas no te hacen cosas: las personas hacen cosas y tú decides si te afectan 0 no. le Tuertencia leyendo este post Un día me tiraron un palo sin saber que tenía un clavo; y si me afectó "
DS_IMG_110,éPor qué los negros se asustan cuando tienen diarrea? SGeta @uuxo Porque piensan que se están derritiendo 
